收书日期,印次出版日期,库区,书名,印次,单价,实收数量,码洋
3/19/2018,,WX,Oxford Read and Discover 1 and 2 Teacher's Handbook,1-1,33,1,33
3/19/2018,,WX,Oxford Read and Discover 4: All About Ocean Life Activity Book,1-1,13.7,1,13.7
3/19/2018,,WX,Oxford Read and Discover 1: Eyes Activity Book,1-1,13.7,1,13.7
3/19/2018,,WX,Oxford Read and Imagine 3: A Shadow in the Park,1-1,64,100,6400
3/19/2018,,WX,Oxford Read and Imagine 5: Day of the Dinosaurs,1-1,66,50,3300
3/19/2018,,WX,Oxford Read and Imagine 2: In the Big City Activity Book,1-1,15.6,1,15.6
3/19/2018,,WX,Oxford Read and Discover 2 Plastic Activity Book,1-1,13.7,1,13.7
3/19/2018,,WX,Oxford Read and Imagine 4: Volcano Adventure,1-1,66,100,6600
3/19/2018,,WX,Oxford Read and Discover 6: Earth Then and Now,1-1,64,50,3200
3/19/2018,,WX,Oxford Read and Discover 2: Sunny and Rainy MP3 Pack,1-1,34.1,1,34.1
3/19/2018,,WX,Oxford Read and Imagine 3: Danger In The Rainforest,1-1,64,100,6400
3/19/2018,,WX,Oxford Read and Discover 5: All About Islands Activity Book,1-1,15.6,1,15.6
3/19/2018,,WX,Oxford Read and Discover 5: Animal Life Cycles MP3 Pack,1-1,34.1,1,34.1
3/19/2018,,WX,Oxford Read and Imagine Beginner Crocodile In The House Activity Book,1-1,15.6,1,15.6
3/19/2018,,WX,Oxford Read and Imagine 5: The Painting in the Attic,1-1,64,50,3200
3/19/2018,,WX,Oxford Read and Discover 4: Wonders Of The Past MP3 Pack,1-1,34.1,1,34.1
3/19/2018,,WX,Oxford Read and Imagine Beginner: A Nice Book Activity Book,1-1,15.6,1,15.6
3/19/2018,,WX,Oxford Read and Imagine Beginner: I'm Sorry Activity Book,1-1,15.6,1,15.6
3/19/2018,,WX,Oxford Read and Imagine Beginner: Crocodile in the House,1-1,60,200,12000
3/19/2018,,WX,Oxford Read and Imagine 6: Invisible MP3 Pack,1-1,36.2,1,36.2
3/19/2018,,WX,Oxford Read and Imagine 6: The Secret on the Moon MP3 Pack,1-1,36.2,1,36.2
3/19/2018,,WX,Oxford Read and Imagine 3: High Water,1-1,64,100,6400
3/19/2018,,WX,Oxford Read and Imagine Starter: Clunk Draws a Picture Activity Book,1-1,15.6,1,15.6
3/19/2018,,WX,Oxford Read and Discover 1: Wheels MP3 Pack,1-1,34.1,1,34.1
3/19/2018,1/25/2018,SS,送审广西 课堂精练 生物 八年级下册 北师大版 双色（第2版）,2-6,11.28,28000,315840
3/19/2018,2/26/2018,SS,送审广西 课堂精练 生物 七年级下册 北师大版 双色（第2版）,2-5,11.88,15000,178200
3/19/2018,1/25/2018,SS,送审广西 课堂精练 生物 八年级下册 北师大版 双色（第2版）,2-6,11.28,25000,282000
3/19/2018,2/26/2018,SS,送审广西 课堂精练 生物 七年级下册 北师大版 双色（第2版）,2-5,11.88,20000,237600
3/19/2018,2/26/2018,SS,送审广西 课堂精练 生物 七年级下册 北师大版 双色（第2版）,2-5,11.88,13000,154440
3/19/2018,1/10/2018,SS,重庆 数学 伴你学 七年级下册,2-5,7.3,11000,80300
3/19/2018,1/10/2018,SS,重庆 数学 伴你学 八年级下册,2-5,7.3,11000,80300
3/19/2018,1/10/2018,SS,重庆 数学 伴你学 九年级下册,2-4,7.3,11500,83950
3/19/2018,1/10/2018,SS,重庆专版 初中同步测控优化设计 数学 九年级下册 北师大版（第2版）,2-2,7.1,21500,152650
3/19/2018,1/10/2018,SS,重庆专版 初中同步测控优化设计 数学 八年级下册 北师大版（第2版）,2-2,7.1,23500,166850
3/19/2018,1/10/2018,SS,送审 重庆专版 初中同步测控优化设计 生物 八年级下册 北师大版（第2版）,2-2,8.1,21500,174150
3/19/2018,1/10/2018,SS,送审 重庆专版 生物学 活动手册 七年级下册 北师大版,1-3,3.75,11000,41250
3/19/2018,1/10/2018,SS,送审 重庆专版 生物 伴你学 八年级下册  北师大版,1-3,4.6,3300,15180
3/19/2018,1/10/2018,SS,送审 重庆专版 生物 伴你学 七年级下册  北师大版,1-3,5.95,3200,19040
3/19/2018,1/10/2018,SS,送审 重庆专版 初中同步测控优化设计 生物 七年级下册 北师大版（第2版）,2-2,8.1,23000,186300
3/19/2018,1/10/2018,SS,重庆专版 初中同步测控优化设计 数学 七年级下册 北师大版（第2版）,2-2,7.1,23000,163300
3/19/2018,,WX,Oxford Read and Imagine 2: The Race,1-1,64,300,19200
3/19/2018,,WX,Oxford Read and Imagine 2: The Big Snow Ball,1-1,64,300,19200
3/19/2018,,WX,Oxford Read and Discover 1 Art Activity Book,1-1,13.7,1,13.7
3/19/2018,,WX,Oxford Read and Discover 2: In The Mountains MP3 Pack,1-1,34.1,1,34.1
3/19/2018,,WX,Oxford Read and Imagine 4: A Machine for the Future,1-1,66,100,6600
3/19/2018,,WX,Oxford Read and Imagine 2: Sheep in the Snow MP3 Pack,1-1,35.4,1,35.4
3/19/2018,,WX,Oxford Read and Discover 6: Caring For Our Planet Activity Book,1-1,15.6,1,15.6
3/19/2018,,WX,Oxford Read and Discover 6: Wonderful Ecosystems Activity Book,1-1,15.6,1,15.6
3/19/2018,,WX,Oxford Read and Imagine 3: Soccer in the Street MP3 Pack,1-1,35.4,1,35.4
3/19/2018,,WX,Oxford Read and Discover 3: Super Structures,1-1,60,100,6000
3/19/2018,,WX,Oxford Read and Imagine 3: The Game MP3 Pack,1-1,35.4,1,35.4
3/19/2018,,WX,Oxford Read and Discover 3: Life In Rainforests MP3 Pack,1-1,34.1,1,34.1
3/19/2018,,WX,Oxford Read and Imagine 6: Invisible,1-1,64,50,3200
3/19/2018,,WX,Oxford Read and Discover 3: Sound and Music Activity Book,1-1,13.7,1,13.7
3/19/2018,,WX,Oxford Read and Imagine 4: Clunk's Brain,1-1,66,100,6600
3/19/2018,,WX,Oxford Read and Imagine Beginner: It's Hot Activity Book,1-1,15.6,1,15.6
3/19/2018,,WX,Oxford Read and Imagine 4: The Lost City MP3 Pack,1-1,36.2,1,36.2
3/19/2018,,WX,Oxford Read and Discover 5: Materials To Products MP3 Pack,1-1,34.1,1,34.1
3/19/2018,,WX,Oxford Read and Imagine Starter: Hello Goodbye Activity Book,1-1,15.6,1,15.6
3/19/2018,12/19/2017,SS,送审 吉林专版 课堂精练 数学 四年级下册 北师大版,1-2,14.5,10000,145000
3/19/2018,12/15/2017,SS,送审吉林 新课标同步单元练习 数学 五年级下册 北师大版（第4版）,4-2,10.03,56500,566695
3/19/2018,12/15/2017,SS,送审吉林 新课标同步单元练习 数学 三年级下册 北师大版（第4版）,4-2,10.03,58000,581740
3/19/2018,12/15/2017,SS,送审吉林 新课标同步单元练习 数学 二年级下册 北师大版（第4版）,4-2,10.03,59200,593776
3/19/2018,12/20/2017,SS,送审 吉林专版 课堂精练 数学 六年级下册 北师大版,1-2,13.86,10600,146916
3/19/2018,12/20/2017,SS,送审 吉林专版 课堂精练 数学 五年级下册 北师大版,1-2,14.5,9500,137750
3/19/2018,12/20/2017,SS,送审 吉林专版 课堂精练 数学 三年级下册 北师大版,1-2,14.5,10000,145000
3/19/2018,12/15/2017,SS,送审 吉林专版 课堂精练 数学 二年级下册 北师大版,1-2,11.94,9800,117012
3/19/2018,12/15/2017,SS,送审 吉林专版 课堂精练 数学 一年级下册 北师大版,1-2,10.67,8200,87494
3/19/2018,1/22/2018,SS,送审 哈尔滨专版 课堂精练 中国历史 八年级下册 北师大版,1-1,14.17,35632,504905.44
3/19/2018,1/22/2018,SS,送审 大庆专版 课堂精练 中国历史 七年级下册,1-1,16.23,26148,424382.04
3/19/2018,1/22/2018,SS,送审 大庆专版 课堂精练 中国历史 八年级下册 北师大版,1-1,16.23,26194,425128.62
3/19/2018,1/4/2018,SS,送审 大庆专版 课堂精练 数学 七年级上册 北师大版,1-4,21.74,18880,410451.2
3/19/2018,1/4/2018,SS,送审 大庆专版 课堂精练 数学 八年级上册 北师大版,1-4,25.87,14566,376822.42
3/19/2018,1/9/2018,SS,送审黑龙江 大庆专版 课堂精练 历史 九年级下册 北师大版 双色（第2版）,2-2,13.48,17238,232368.24
3/19/2018,1/18/2018,SS,送审 哈尔滨专版 课堂精练 中国历史 七年级下册,1-1,14.17,37157,526514.69
3/19/2018,1/12/2018,SS,送审 大庆专版 课堂精练 数学 七年级下册 北师大版(第2版),2-3,23.12,8891,205559.92
3/19/2018,1/12/2018,SS,送审 大庆专版 课堂精练 数学 九年级下册 北师大版(第2版),2-2,18.3,19792,362193.6
3/19/2018,1/15/2018,SS,送审 大庆专版 课堂精练 数学 八年级下册 北师大版(第2版),2-2,21.05,11108,233823.4
3/19/2018,12/22/2017,SS,送审 大庆专版 课堂精练 数学 一年级下册 北师大版(第2版),2-2,12.11,23347,282732.17
3/19/2018,12/22/2017,SS,送审 大庆专版 课堂精练 数学 三年级下册 北师大版(第2版),2-2,14.86,25509,379063.74
3/19/2018,12/22/2017,SS,送审 大庆专版 课堂精练 数学 五年级下册 北师大版(第2版),2-2,14.86,27349,406406.14
3/19/2018,12/25/2017,SS,送审 大庆专版 课堂精练 数学 二年级下册 北师大版(第2版),2-2,12.79,25556,326861.24
3/19/2018,12/25/2017,SS,送审 大庆专版 课堂精练 数学 四年级下册 北师大版(第2版),2-2,13.48,25412,342553.76
3/20/2018,12/26/2017,SS,送审广东 初中总复习优化设计 语文 北师大版（第3版）,3-3,23.08,0,0
3/20/2018,12/22/2017,SS,送审广东 初中同步测控优化设计 生物 八年级下册 北师大版（第5版）,5-2,10.04,0,0
3/20/2018,12/25/2017,SS,送审广东 初中同步测控优化设计 生物 七年级下册 北师大版（第6版）,6-2,10.09,0,0
3/20/2018,12/22/2017,SS,送审 广东专版 初中总复习优化设计 数学 北师大版（第3版）,3-2,23.29,0,0
3/20/2018,12/26/2017,SS,送审广东 初中总复习优化设计 语文 北师大版（第3版）,3-3,23.08,29000,669320
3/20/2018,1/25/2018,SS,送审 广东 初中同步测控优化设计 道德与法治 八年级下册,1-1,10.76,5500,59180
3/20/2018,12/22/2017,SS,送审广东 寒假生活 八年级 合订本,1-5,8.42,3500,29470
3/20/2018,12/22/2017,SS,送审广东 寒假生活 七年级 合订本,1-5,8.42,3500,29470
3/20/2018,12/22/2017,SS,送审广东 寒假生活 八年级 合订本,1-5,8.42,26000,218920
3/20/2018,12/22/2017,SS,送审广东 寒假生活 七年级 合订本,1-5,8.42,27000,227340
3/20/2018,1/2/2018,SS,送审广东 初中总复习优化设计 地理（第3版）,3-2,21.21,0,0
3/20/2018,12/25/2017,SS,送审广东 初中同步测控优化设计 生物 七年级下册 北师大版（第6版）,6-2,10.09,0,0
3/20/2018,1/2/2018,SS,送审广东 初中总复习优化设计 地理（第3版）,3-2,21.21,11000,233310
3/20/2018,1/4/2018,SS,送审广东 初中总复习优化设计 思想品德（第3版）,3-2,20.98,0,0
3/20/2018,12/28/2017,SS,送审 河北 课堂精练 数学 四年级下册 北师大版 单色,1-3,8.3,15000,124500
3/20/2018,12/27/2017,SS,送审 河北 课堂精练 数学 六年级下册 北师大版 单色,1-3,8.55,27500,235125
3/20/2018,12/22/2017,SS,送审 河北 课堂精练 数学 三年级下册 北师大版 单色,1-3,8.05,16000,128800
3/20/2018,1/3/2018,SS,送审河北 课堂精练 语文 六年级下册 北师大版,4-4,8.55,19500,166725
3/20/2018,1/3/2018,SS,送审河北 课堂精练 语文 五年级下册 北师大版,4-4,8.55,18000,153900
3/20/2018,12/19/2017,SS,送审 河北 课堂精练 数学 五年级下册 北师大版 单色,1-3,8.05,25500,205275
3/20/2018,12/27/2017,SS,送审河北 课堂精练 语文 三年级下册 北师大版,4-4,8.55,8500,72675
3/20/2018,1/3/2018,SS,送审河北 课堂精练 语文 五年级下册 北师大版,4-4,8.55,18000,153900
3/20/2018,1/2/2018,SS,送审河北 课堂精练 语文 四年级下册 北师大版,4-4,8.55,7800,66690
3/20/2018,12/25/2017,SS,送审河北 课堂精练 生物 八年级下册 北师大版 单色（第2版）,2-2,8.1,8000,64800
3/20/2018,12/25/2017,SS,送审河北 课堂精练 生物 八年级下册 北师大版 单色（第2版）,2-2,8.1,80000,648000
3/20/2018,12/25/2017,SS,送审河北 课堂精练 生物 七年级下册 北师大版 单色（第2版）,2-2,8.1,91000,737100
3/20/2018,12/25/2017,SS,送审河北 课堂精练 生物 七年级下册 北师大版 单色（第2版）,2-2,8.1,10000,81000
3/20/2018,12/18/2017,SS,送审 山西专版 课堂精练 数学 八年级下册 北师大版（第2版）,2-1,17.56,82500,1448700
3/20/2018,12/15/2017,SS,送审 山西专版 课堂精练 数学 七年级下册 北师大版（第2版）,2-1,17.56,84200,1478552
3/20/2018,12/15/2017,SS,送审山西 课堂精练 数学 四年级下册 北师大版 增强版,1-3,14.42,80000,1153600
3/20/2018,12/15/2017,SS,送审山西 课堂精练 数学 六年级下册 北师大版 增强版,1-3,13.83,94000,1300020
3/20/2018,12/15/2017,SS,送审山西 课堂精练 数学 五年级下册 北师大版 增强版,1-3,14.42,90000,1297800
3/20/2018,12/15/2017,SS,送审山西 课堂精练 数学 三年级下册 北师大版 增强版,1-3,14.42,91000,1312220
3/20/2018,1/9/2018,SS,送审 山西专版 课堂精练 历史 九年级下册 北师大版（第2版）,2-2,14.79,34000,502860
3/20/2018,1/31/2018,SS,送审山西 课堂精练 中国历史 七年级下册 部编版,1-1,16.26,45000,731700
3/20/2018,1/31/2018,SS,送审 山西专版 课堂精练 中国历史 八年级下册 北师大版,1-1,16.85,40000,674000
3/20/2018,12/13/2017,SS,送审山西 课堂精练 数学 二年级下册 北师大版 增强版,1-4,11.82,20000,236400
3/20/2018,12/13/2017,SS,送审山西 课堂精练 数学 一年级下册 北师大版 增强版,1-4,10.58,25000,264500
3/20/2018,12/13/2017,SS,送审山西 课堂精练 数学 二年级下册 北师大版 增强版,1-4,11.82,75000,886500
3/20/2018,12/13/2017,SS,送审山西 课堂精练 数学 一年级下册 北师大版 增强版,1-4,10.58,75000,793500
3/20/2018,1/16/2018,SS,江西 高中同步测控优化设计 数学 选修4-1 几何证明选讲 北师大版 （第4版）,4-4,13.8,925,12765
3/20/2018,1/12/2018,SS,送审 广东 初中同步测控优化设计 中国历史 八年级下册 北师大版,1-1,10.15,23000,233450
3/20/2018,1/3/2018,SS,送审 课堂精练 数学 八年级下册 北师大版 四川专版,1-1,12.6,7000,88200
3/20/2018,1/3/2018,SS,送审 课堂精练 数学 七年级下册 北师大版 四川专版,1-1,12.6,5000,63000
3/20/2018,1/3/2018,SS,送审 课堂精练 数学 六年级下册 北师大版 四川专版,1-1,10.7,1500,16050
3/20/2018,1/9/2018,SS,送审 福建专版 小学同步测控优化设计 语文 六年级下册 北师大版（第2版）,2-2,6.6,71500,471900
3/20/2018,1/9/2018,SS,送审 福建专版 小学同步测控优化设计 语文 五年级下册 北师大版（第2版）,2-2,6.6,76000,501600
3/20/2018,12/15/2017,SS,送审四川 同步阅读文库 九年级下册,1-1,9.4,10000,94000
3/20/2018,1/9/2018,SS,送审福建 新课程复习与提高 历史 九年级下册 北师大版,4-5,9.4,30000,282000
3/20/2018,1/3/2018,SS,送审 初中总复习优化设计 数学 北师大版 （第6版）,6-1,17.4,4000,69600
3/20/2018,1/3/2018,SS,送审 课堂精练 数学 四年级下册 北师大版 四川专版,1-1,10.7,121000,1294700
3/20/2018,12/6/2017,SS,送审 四川 寒假生活 六年级 语文 数学 英语,1-1,6.6,28000,184800
3/20/2018,1/16/2018,SS,送审 福建专版 小学同步测控优化设计 语文 二年级下册 北师大版（第3版）,3-1,6.6,2500,16500
3/20/2018,12/15/2017,SS,送审四川 课堂精练 生物 七年级下册 北师大版 双色（第2版）,2-3,11.7,3000,35100
3/20/2018,12/6/2017,SS,送审 四川 寒假生活 五年级 语文 数学 英语,1-1,6.6,29000,191400
3/20/2018,1/9/2018,SS,送审 福建专版 小学同步测控优化设计 语文 六年级下册 北师大版（第2版）,2-2,6.6,2000,13200
3/20/2018,12/15/2017,SS,送审四川 课堂精练 生物 八年级下册 北师大版 双色（第2版）,2-3,11.1,3000,33300
3/20/2018,1/18/2018,SS,送审 福建专版 小学同步测控优化设计 语文 一年级下册（第2版）,2-2,6.6,2500,16500
3/20/2018,1/4/2018,SS,送审 福建专版 小学同步测控优化设计 语文 三年级下册 北师大版（第2版）,2-2,6.6,2000,13200
3/20/2018,1/3/2018,SS,送审 课堂精练 数学 三年级下册 北师大版 四川专版,1-1,10.7,11000,117700
3/20/2018,1/3/2018,SS,送审 课堂精练 数学 三年级下册 北师大版 四川专版,1-1,10.7,121000,1294700
3/20/2018,1/4/2018,SS,送审 福建专版 小学同步测控优化设计 语文 四年级下册 北师大版（第2版）,2-2,6.6,2000,13200
3/20/2018,1/9/2018,SS,送审 福建专版 小学同步测控优化设计 语文 五年级下册 北师大版（第2版）,2-2,6.6,2000,13200
3/20/2018,1/3/2018,SS,送审 课堂精练 数学 四年级下册 北师大版 四川专版,1-1,10.7,11000,117700
3/20/2018,1/3/2018,SS,送审 课堂精练 数学 五年级下册 北师大版 四川专版,1-1,10.7,109000,1166300
3/20/2018,1/19/2018,SS,送审 福建 新课程复习与提高 中国历史 七年级下册,1-2,9.4,57500,540500
3/20/2018,1/19/2018,SS,送审 福建专版 初中同步测控优化设计 中国历史 七年级下册,1-2,9.4,14000,131600
3/20/2018,1/3/2018,SS,送审 课堂精练 数学 五年级下册 北师大版 四川专版,1-1,10.7,11000,117700
3/20/2018,1/18/2018,SS,送审 福建专版 小学同步测控优化设计 语文 一年级下册（第2版）,2-2,6.6,88000,580800
3/20/2018,1/3/2018,SS,送审 课堂精练 数学 六年级下册 北师大版 四川专版,1-1,10.7,96000,1027200
3/20/2018,1/3/2018,SS,送审 课堂精练 数学 六年级下册 北师大版 四川专版,1-1,10.7,11000,117700
3/20/2018,1/19/2018,SS,送审 福建专版 初中同步测控优化设计 中国历史 七年级下册,1-2,9.4,58000,545200
3/20/2018,1/3/2018,SS,送审 课堂精练 数学 七年级下册 北师大版 四川专版,1-1,12.6,5000,63000
3/20/2018,1/11/2018,SS,送审 福建专版 初中同步测控优化设计 历史 九年级下册 北师大版,1-3,9.4,78200,735080
3/20/2018,1/12/2018,SS,送审 福建专版 初中同步测控优化设计 中国历史 八年级下册 北师大版,1-1,9.4,92000,864800
3/20/2018,1/3/2018,SS,送审 课堂精练 数学 八年级下册 北师大版 四川专版,1-1,12.6,135500,1707300
3/20/2018,1/3/2018,SS,送审 课堂精练 数学 八年级下册 北师大版 四川专版,1-1,12.6,4000,50400
3/20/2018,1/16/2018,SS,送审 福建专版 小学同步测控优化设计 语文 二年级下册 北师大版（第3版）,3-1,6.6,88000,580800
3/20/2018,12/15/2017,SS,送审 课堂精练 数学 九年级下册 北师大版 四川专版,1-1,12.6,2000,25200
3/20/2018,12/6/2017,SS,送审 福建专版 新课标同步单元练习 数学 一年级下册 北师大版,1-3,6.6,36000,237600
3/20/2018,12/25/2017,SS,送审河南 专家伴读 新课程同步学案 英语 选修8 北师大版,3-5,14.81,2000,29620
3/20/2018,12/15/2017,SS,送审 课堂精练 数学 九年级下册 北师大版 四川专版,1-1,12.6,61000,768600
3/20/2018,12/22/2017,SS,送审 福建专版 小学同步测控优化设计 数学 二年级下册 北师大版（第2版）,2-2,6.6,2500,16500
3/20/2018,,WX,Oxford Read and Imagine 5: Trouble On The Eastern Express,1-1,64,50,3200
3/20/2018,,WX,Oxford Read and Discover 5: Wild Weather MP3 Pack,1-1,34.1,1,34.1
3/20/2018,,WX,Oxford Read and Imagine 1: The Snow Tigers,1-1,64,300,19200
3/20/2018,,WX,Oxford Read and Imagine 6: What's So Funny Activity Book,1-1,15.6,1,15.6
3/20/2018,,WX,Oxford Read and Discover 1: In The Sky MP3 Pack,1-1,34.1,1,34.1
3/20/2018,,WX,Oxford Read and Imagine 1: Ben's Big Swim Activity Book,1-1,15.6,1,15.6
3/20/2018,,WX,Oxford Read and Discover 4: Incredible Earth Activity Book,1-1,13.7,1,13.7
3/20/2018,,WX,Oxford Read and Discover 4: Wonders of the Past Activity Book,1-1,13.7,1,13.7
3/20/2018,,WX,Oxford Read and Discover 3: Super Structures Activity Book,1-1,13.7,1,13.7
3/20/2018,,WX,Oxford Read and Discover 4: All About Desert Life MP3 Pack,1-1,34.1,1,34.1
3/20/2018,,WX,Oxford Read and Discover 4: Machines Then and Now MP3 Pack,1-1,34.1,1,34.1
3/20/2018,,WX,Oxford Read and Imagine Beginner: It's Hot,1-1,60,200,12000
3/20/2018,,WX,Oxford Read and Imagine 3: Fear At the Festival Audio Pack,1-1,35.4,1,35.4
3/20/2018,,WX,Oxford Read and Discover 2 Camouflage,1-1,60,300,18000
3/20/2018,,WX,Oxford Read and Discover 3: Your Five Senses Activity Book,1-1,13.7,1,13.7
3/20/2018,,WX,Oxford Read and Imagine 4: A Machine for the Future MP3 Pack,1-1,36.2,1,36.2
3/20/2018,,WX,Oxford Read and Discover 2: Plastic MP3 Pack,1-1,34.1,1,34.1
3/20/2018,,WX,Oxford Read and Imagine 1: Monkeys In The School,1-1,64,300,19200
3/20/2018,,WX,Oxford Read and Discover 2 Electricity Activity Book,1-1,13.7,1,13.7
3/20/2018,,WX,Oxford Read and Imagine 4: Lost In The Desert,1-1,66,100,6600
3/20/2018,,WX,Oxford Read and Discover 6: Food Around the World Activity Book,1-1,15.6,1,15.6
3/20/2018,,WX,Oxford Read and Discover 6: All About Space Activity Book,1-1,15.6,1,15.6
3/20/2018,,WX,Oxford Read and Imagine 3: High Water MP3 Pack,1-1,35.4,1,35.4
3/20/2018,,WX,Oxford Read and Discover 6: Your Amazing Human Body MP3 Pack,1-1,34.1,1,34.1
3/20/2018,,WX,Oxford Read and Imagine 2: Can You See Lions MP3 Pack,1-1,35.4,1,35.4
3/20/2018,,WX,Oxford Read and Imagine 2: The Big Snow Ball Activity Book,1-1,15.8,1,15.8
3/20/2018,,WX,Oxford Read and Discover 6: Cells and Microbes,1-1,64,50,3200
3/20/2018,,WX,Oxford Read and Discover 4: How to Stay Healthy Activity Book,1-1,13.7,1,13.7
3/20/2018,,WX,Oxford Read and Discover 1 Fruit Activity Book,1-1,13.7,1,13.7
3/20/2018,12/6/2017,SS,送审 福建专版 高中同步测控优化设计 英语 选修8 北师大版 （第3版）,3-4,11.3,11500,129950
3/20/2018,12/25/2017,SS,送审 河南专版 数学 伴你成长 三年级下册 北师大版,1-3,11.13,63500,706755
3/20/2018,12/6/2017,SS,送审 福建专版 高中同步测控优化设计 英语 必修3 北师大版 （第3版）,3-3,11.3,12500,141250
3/20/2018,12/25/2017,SS,送审河南 专家伴读 新课程同步学案 英语 选修7 北师大版,3-5,14.81,2000,29620
3/20/2018,12/6/2017,SS,送审 福建专版 高中同步测控优化设计 英语 必修4 北师大版 （第3版）,3-3,11.3,12500,141250
3/20/2018,12/25/2017,SS,送审 福建专版 小学同步测控优化设计 数学 五年级下册 北师大版（第2版）,2-2,6.6,2000,13200
3/20/2018,1/11/2018,SS,送审河南 专家伴读 新课程同步学案 物理 八年级下册 北师大版,4-3,14.75,36000,531000
3/20/2018,12/25/2017,SS,送审 福建专版 小学同步测控优化设计 数学 四年级下册 北师大版（第2版）,2-2,6.6,2000,13200
3/20/2018,12/19/2017,SS,送审 河南专版 英语 伴你成长 六年级下册 三年级起点 北师大版,1-3,10.1,28800,290880
3/20/2018,1/19/2018,SS,四川 课内课外直通车 语文 一年级下册,1-1,14.5,30500,442250
3/20/2018,1/3/2018,SS,送审 课堂精练 数学 七年级下册 北师大版 四川专版,1-1,12.6,137500,1732500
3/20/2018,12/25/2017,SS,送审 福建专版 小学同步测控优化设计 数学 三年级下册 北师大版（第2版）,2-2,6.6,2000,13200
3/20/2018,12/19/2017,SS,送审 河南专版 英语 伴你成长 五年级下册 三年级起点 北师大版,1-3,10.1,29000,292900
3/20/2018,12/6/2017,SS,送审福建 课内课外直通车 高中英语 必修3 北师大版,1-3,11.3,11000,124300
3/20/2018,1/19/2018,SS,四川 课内课外直通车 语文 二年级下册,1-1,16.8,29000,487200
3/20/2018,12/25/2017,SS,送审 河南专版 数学 伴你成长 五年级下册 北师大版,1-3,10.57,58000,613060
3/20/2018,12/6/2017,SS,送审福建 课内课外直通车 高中英语 必修4 北师大版,1-2,11.3,11000,124300
3/20/2018,12/6/2017,SS,送审 四川 寒假生活 三年级 语文 数学 英语,1-1,6.6,29000,191400
3/20/2018,12/19/2017,SS,送审 河南专版 英语 伴你成长 三年级下册 三年级起点 北师大版,1-3,10.1,29600,298960
3/20/2018,1/19/2018,SS,四川 课内课外直通车 语文 二年级下册,1-1,16.8,2000,33600
3/20/2018,12/19/2017,SS,送审 河南专版 英语 伴你成长 四年级下册 三年级起点 北师大版,1-3,10.1,29000,292900
3/20/2018,12/6/2017,SS,送审 四川 寒假生活 四年级 语文 数学 英语,1-1,6.6,28000,184800
3/20/2018,12/6/2017,SS,送审福建 课内课外直通车 高中英语 选修8 北师大版,1-2,11.3,8000,90400
3/20/2018,12/22/2017,SS,四川 课堂精练 数学 二年级下册 北师大版 增强版,1-5,19.8,2000,39600
3/20/2018,12/6/2017,SS,送审福建 英语 伴你成长 三年级下册 三年级起 北师大版,3-4,6.6,57000,376200
3/20/2018,12/26/2017,SS,送审河南 专家伴读 新课程同步学案 数学 七年级下册 北师大版,4-3,14.7,2000,29400
3/20/2018,12/22/2017,SS,四川 课堂精练 数学 一年级下册 北师大版 增强版,1-5,17.6,2000,35200
3/20/2018,12/6/2017,SS,送审福建 课内课外直通车 高中英语 选修7 北师大版,1-4,11.3,8000,90400
3/20/2018,1/3/2018,SS,送审四川 初中总复习优化设计 生物 北师大版（第5版）,5-2,16.3,2000,32600
3/20/2018,12/6/2017,SS,送审 福建专版 新课标同步单元练习 数学 六年级下册 北师大版,1-3,6.6,34000,224400
3/20/2018,12/29/2017,SS,送审 课内课外直通车 语文 四年级下册,1-1,10.7,125600,1343920
3/20/2018,1/16/2018,SS,送审河南 高中同步测控优化设计 数学 选修4-1 几何证明选讲 北师大版 双色,1-5,11.31,3000,33930
3/20/2018,12/6/2017,SS,送审 福建专版 新课标同步单元练习 数学 五年级下册 北师大版,1-3,6.6,35500,234300
3/20/2018,1/3/2018,SS,送审 课堂精练 数学 八年级下册 北师大版 四川专版,1-1,12.6,2000,25200
3/20/2018,12/6/2017,SS,送审 福建专版 新课标同步单元练习 数学 四年级下册 北师大版,1-3,6.6,38500,254100
3/20/2018,1/3/2018,SS,送审 课堂精练 数学 七年级下册 北师大版 四川专版,1-1,12.6,2000,25200
3/20/2018,12/25/2017,SS,送审河南 课堂精练 数学 六年级下册 北师大版 双色,1-4,10.67,36000,384120
3/20/2018,12/6/2017,SS,送审 福建专版 新课标同步单元练习 数学 三年级下册 北师大版,1-3,6.6,37500,247500
3/20/2018,1/3/2018,SS,送审 初中总复习优化设计 数学 北师大版 （第6版）,6-1,17.4,64000,1113600
3/20/2018,12/6/2017,SS,送审 福建专版 新课标同步单元练习 数学 二年级下册 北师大版,1-3,6.6,36000,237600
3/20/2018,1/3/2018,SS,送审 课堂精练 数学 六年级下册 北师大版 四川专版,1-1,10.7,3000,32100
3/20/2018,12/6/2017,SS,送审福建 英语 伴你成长 四年级下册 三年级起 北师大版,4-4,6.6,52500,346500
3/20/2018,1/3/2018,SS,送审 课堂精练 数学 五年级下册 北师大版 四川专版,1-1,10.7,2500,26750
3/20/2018,12/6/2017,SS,送审 福建专版 高中同步测控优化设计 英语 必修5 北师大版 （第3版）,3-4,11.3,3000,33900
3/20/2018,1/3/2018,SS,送审 课堂精练 数学 四年级下册 北师大版 四川专版,1-1,10.7,1500,16050
3/20/2018,12/6/2017,SS,送审 福建专版 高中同步测控优化设计 英语 选修7 北师大版 （第3版）,3-4,11.3,10500,118650
