收书日期,印次出版日期,库区,书名,印次,单价,实收数量,码洋
1/23/2018,1/9/2018,WX,送审 辽宁 课内课外直通车 语文 三年级下册,1-2,10.86,270,2932.2
1/23/2018,1/22/2018,WX,送审广东 初中总复习优化设计 语文 北师大版（第3版）,3-3A,23.58,11618,273952.44
1/23/2018,1/22/2018,WX,送审广东 初中总复习优化设计 语文 北师大版（第3版）,3-3A,23.58,16800,396144
1/23/2018,1/22/2018,WX,送审广东 初中总复习优化设计 语文 北师大版（第3版）,3-3A,23.58,550,12969
1/23/2018,1/4/2018,WX,海淀名师伴你学 同步学练测 数学 九年级下册（第2版）,2-2,11.1,2460,27306
1/23/2018,12/28/2017,WX,海淀名师伴你学 同步学练测 生物 八年级下册（第2版）,2-2,9.4,1540,14476
1/23/2018,12/23/2016,WX,海淀名师伴你学 同步学练测 数学 七年级下册（第2版）,2-1,11.9,0,0
1/23/2018,12/29/2017,WX,海淀名师伴你学 同步学练测 数学 八年级下册（第2版）,2-2,11.9,590,7021
1/23/2018,12/28/2017,WX,海淀名师伴你学 同步学练测 语文 四年级下册 北师大版（第2版）,2-2,11.1,920,10212
1/23/2018,12/29/2017,WX,海淀名师伴你学 中考复习与指导 英语（第2版）,2-2,14.5,530,7685
1/23/2018,12/28/2017,WX,海淀名师伴你学 同步学练测 高中生物 选修1 生物技术实践（第2版）,2-2,11.9,860,10234
1/24/2018,1/3/2018,WX,海淀名师伴你学 同步学练测 高中物理 必修2（第2版）,2-2,13.6,1320,17952
1/24/2018,1/2/2018,WX,海淀名师伴你学 同步学练测 数学 七年级下册（第2版）,2-2,11.9,1240,14756
1/24/2018,1/2/2018,WX,海淀名师伴你学 同步学练测 生物 七年级下册（第2版）,2-2,9.4,1950,18330
1/24/2018,1/3/2018,WX,海淀名师伴你学 同步学练测 地理 七年级下册（第2版）,2-2,9.4,1670,15698
1/24/2018,1/2/2018,WX,海淀名师伴你学 同步学练测 高中生物 必修3（第2版）,2-2,14.5,740,10730
1/24/2018,1/3/2018,WX,海淀名师伴你学 同步学练测 高中物理 选修3-3 选修3-4（第2版）,2-2,17,520,8840
1/24/2018,1/2/2018,WX,海淀名师伴你学 中考复习与指导 化学（第2版）,2-2,12.8,760,9728
1/24/2018,12/29/2017,WX,海淀名师伴你学 同步学练测 高中物理 选修3-5（第2版）,2-2,11.9,520,6188
1/24/2018,1/2/2018,WX,海淀名师伴你学 同步学练测 高中地理 选修5 自然灾害与防治（第2版）,2-2,12.8,1080,13824
1/24/2018,1/8/2018,WX,送审辽宁 课内课外直通车 数学 六年级下册 北师大版,1-2,11.51,170,1956.7
1/24/2018,1/9/2018,WX,送审重庆 高中同步测控优化设计 生物 必修1 分子与细胞 北师大版 （第5版）,5-4,12.2,540,6588
1/24/2018,1/16/2018,WX,送审辽宁 课内课外直通车 数学 八年级下册 北师大版,1-4,14.5,640,9280
1/24/2018,1/16/2018,WX,送审辽宁 课内课外直通车 数学 七年级下册 北师大版,1-3,13.9,540,7506
1/24/2018,1/16/2018,WX,送审辽宁 课内课外直通车 数学 九年级下册 北师大版,1-3,15.1,140,2114
1/24/2018,1/12/2018,WX,送审云南 课堂精练 生物 八年级下册 北师大版 双色（第2版）,2-5,11.08,16005,177335.4
1/24/2018,1/12/2018,WX,送审 云南专版 新课标同步单元练习 数学  七年级下册  北师大版,1-3,16.66,4534,75536.44
1/24/2018,1/12/2018,WX,送审 云南专版 新课标同步单元练习 数学 九年级下册  北师大版,1-3,18.52,2994,55448.88
1/24/2018,1/4/2018,WX,送审广东 初中总复习优化设计 思想品德（第3版）,3-2,20.98,250,5245
1/24/2018,1/9/2018,WX,海淀名师伴你学 同步学练测 高中语文 必修3（第2版）,2-2,15.3,230,3519
1/24/2018,1/4/2018,WX,送审广东 初中总复习优化设计 思想品德（第3版）,3-2,20.98,9600,201408
1/24/2018,12/28/2017,WX,陕西 小学同步测控优化设计 数学 三年级下册 北师大版（第5版）,5-2,10.8,4500,48600
1/24/2018,12/28/2017,WX,陕西 小学同步测控优化设计 数学 六年级下册 北师大版（第5版）,5-2,10.8,0,0
1/24/2018,12/28/2017,WX,陕西 小学同步测控优化设计 数学 五年级下册 北师大版（第5版）,5-2,10.8,4000,43200
1/24/2018,12/28/2017,WX,陕西 小学同步测控优化设计 数学 四年级下册 北师大版（第5版）,5-2,10.8,4000,43200
1/24/2018,1/8/2018,WX,国标教材 英语 伴你成长 二年级下册 一年级起,3-6,6,5500,33000
1/24/2018,1/9/2018,WX,海淀名师伴你学 同步学练测 语文 六年级下册 北师大版（第2版）,2-2,9.4,1090,10246
1/24/2018,1/9/2018,WX,海淀名师伴你学 中考复习与指导 语文（第2版）,2-2,17,720,12240
1/24/2018,12/28/2017,WX,陕西 小学同步测控优化设计 数学 六年级下册 北师大版（第5版）,5-2,10.8,3495,37746
1/24/2018,12/22/2017,WX,送审 广东专版 初中总复习优化设计 生物 北师大版（第2版）,2-2,20.37,4831,98407.47
1/24/2018,12/25/2017,WX,送审广东 初中同步测控优化设计 生物 七年级下册 北师大版（第6版）,6-2,10.09,6395,64525.55
1/24/2018,12/22/2017,WX,送审广东 初中同步测控优化设计 生物 八年级下册 北师大版（第5版）,5-2,10.04,14255,143120.2
1/24/2018,1/12/2018,WX,送审云南 课堂精练 数学 八年级下册 北师大版 双色,1-7,12.58,34800,437784
1/25/2018,1/12/2018,WX,送审 云南专版 新课标同步单元练习 生物 八年级下册  北师大版,1-3,13.58,3015,40943.7
1/25/2018,1/12/2018,WX,送审 云南专版 新课标同步单元练习 数学 八年级下册  北师大版,1-3,16.66,4524,75369.84
1/25/2018,1/12/2018,WX,送审云南 课堂精练 生物 七年级下册 北师大版 双色（第2版）,2-4,11.67,22320,260474.4
1/25/2018,1/12/2018,WX,送审 云南专版 新课标同步单元练习 生物 七年级下册  北师大版,1-3,13.58,4781,64925.98
1/25/2018,1/4/2018,WX,送审广东 初中总复习优化设计 思想品德（第3版）,3-2,20.98,5150,108047
1/25/2018,1/9/2018,WX,国标教材 物理 伴你学 八年级下册 北师大版,5-6,19.8,5000,99000
1/25/2018,11/2/2017,WX,新高考 二轮专题突破+考前集训 语文 全国卷地区专用,1-1,57.9,15547,900171.3
1/25/2018,1/2/2018,WX,国标教材 英语 学习卡片 一年级下册 一年级起,1-14,7,20200,141400
1/25/2018,1/2/2018,WX,国标教材 英语 学习卡片 二年级下册 一年级起,2-5,11,19000,209000
1/25/2018,1/2/2018,WX,国标教材 英语 学习卡片 六年级下册 一年级起,2-1,10,2000,20000
1/25/2018,1/5/2018,WX,河南 新课标单元测试卷 数学 一年级下册 新课标版（第3版）,3-3,9,3180,28620
1/25/2018,1/9/2018,WX,送审重庆 高中同步测控优化设计 生物 必修3 稳态与环境 北师大版 （第5版）,5-4,10.65,2000,21300
1/25/2018,1/5/2018,WX,河南 新课标单元测试卷 数学 五年级下册 新课标版（第3版）,3-3,9,3600,32400
1/25/2018,1/5/2018,WX,河南 新课标单元测试卷 数学 二年级下册 新课标版（第3版）,3-3,9,3600,32400
1/25/2018,1/9/2018,WX,送审重庆 高中同步测控优化设计 生物 必修2 遗传与进化 北师大版 （第5版）,5-4,10.95,6000,65700
1/25/2018,1/5/2018,WX,河南 新课标单元测试卷 数学 三年级下册 新课标版（第3版）,3-3,9,3930,35370
1/25/2018,1/5/2018,WX,河南 新课标单元测试卷 语文 四年级下册 北师大版（第3版）,3-3,9,4030,36270
1/25/2018,1/5/2018,WX,河南 新课标单元测试卷 语文 六年级下册 北师大版（第3版）,3-3,9,2040,18360
1/25/2018,1/5/2018,WX,河南 新课标单元测试卷 数学 六年级下册 新课标版（第3版）,3-3,9,2760,24840
1/25/2018,1/9/2018,WX,重庆 高中同步测控优化设计 生物 选修3 现代生物科技专题 北师大版 （第5版）,5-2,10.4,3000,31200
1/25/2018,1/5/2018,WX,河南 新课标单元测试卷 数学 四年级下册 新课标版（第3版）,3-3,9,3840,34560
1/25/2018,1/5/2018,WX,河南 新课标单元测试卷 语文 三年级下册 北师大版（第3版）,3-3,9,4010,36090
1/25/2018,1/5/2018,WX,河南 新课标单元测试卷 语文 五年级下册 北师大版（第3版）,3-3,9,3600,32400
1/25/2018,11/21/2017,WX,送审山西 数学 伴你学 九年级下册 北师大版 （第7版）,7-1,19.31,963,18595.53
1/25/2018,11/21/2017,WX,送审 山西专版 课堂精练 数学 九年级下册 北师大版（第2版）,2-1,17.56,435,7638.6
1/25/2018,12/18/2017,WX,送审 山西专版 课堂精练 数学 八年级下册 北师大版（第2版）,2-1,17.56,787,13819.72
1/25/2018,12/15/2017,WX,送审山西 课堂精练 数学 六年级下册 北师大版 增强版,1-3,13.83,224,3097.92
1/25/2018,12/25/2017,WX,送审河北 课堂精练 生物 八年级下册 北师大版 单色（第2版）,2-2,8.1,100,810
1/26/2018,1/3/2018,WX,国标教材 英语 二年级下册 一年级起 光盘,1-1,12,21000,252000
1/26/2018,1/3/2018,WX,小学英语活动课程 一年级下册 光盘,1-1,10,23000,230000
1/26/2018,1/12/2018,WX,送审云南 实验探究报告册 生物 七年级下册 北师大版,3-9,4.01,9800,39298
1/26/2018,1/12/2018,WX,送审云南 实验探究报告册 生物 八年级下册 北师大版,4-8,3.57,9000,32130
1/26/2018,1/10/2018,WX,送审湖北 课堂精练 生物 八年级下册 北师大版,2-5,7.7,31720,244244
1/27/2018,1/11/2018,WX,重庆 活动报告册 高中生物 选修3 现代生物科技专题 北师大版,2-9,2.9,3000,8700
1/27/2018,1/10/2018,WX,送审湖北 课堂精练 生物 七年级下册 北师大版,2-5,7.7,36000,277200
1/27/2018,1/11/2018,WX,送审重庆 活动报告册 高中生物 必修3 稳态与环境 北师大版,3-7,4.25,3500,14875
1/27/2018,1/11/2018,WX,送审重庆 活动报告册 高中生物 必修2 遗传与进化 北师大版,3-8,2,3000,6000
1/29/2018,1/12/2018,WX,小学同步测控优化设计 语文 二年级下册 北师大版（第5版）,5-1,10.8,15900,171720
1/29/2018,1/9/2018,WX,送审陕西 小学同步测控优化设计 语文 五年级下册 北师大版（第4版）,4-2,8.09,20430,165278.7
1/29/2018,1/4/2018,WX,送审陕西 小学同步测控优化设计 语文 三年级下册 北师大版（第4版）,4-2,8.09,21300,172317
1/29/2018,1/4/2018,WX,送审陕西 小学同步测控优化设计 语文 四年级下册 北师大版（第4版）,4-2,8.09,20100,162609
1/29/2018,1/9/2018,WX,送审江苏 课时同步学练测 历史 九年级下册 北师大版,2-5,10.4,13000,135200
1/29/2018,1/19/2018,WX,送审 江苏 课时同步学练测 中国历史 八年级下册 北师大版,1-1,10.4,18840,195936
1/29/2018,12/29/2017,WX,国标教材 数学 伴你成长 五年级下册 北师大版,4-4,15,1990,29850
1/29/2018,12/29/2017,WX,国标教材 数学 伴你成长 三年级下册 北师大版,4-4,16.5,2150,35475
1/29/2018,12/25/2017,WX,送审广东 初中同步测控优化设计 生物 七年级下册 北师大版（第6版）,6-2,10.09,24320,245388.8
1/29/2018,12/25/2017,WX,送审广东 初中同步测控优化设计 生物 七年级下册 北师大版（第6版）,6-2,10.09,1280,12915.2
1/29/2018,12/22/2017,WX,送审 广东专版 初中总复习优化设计 生物 北师大版（第2版）,2-2,20.37,2010,40943.7
1/29/2018,1/5/2018,WX,海淀名师伴你学 同步学练测 语文 一年级下册,1-1,8.5,1520,12920
1/29/2018,1/4/2018,WX,海淀名师伴你学 同步学练测 高中思想政治 必修2（第2版）,2-2,12.8,1100,14080
1/29/2018,1/9/2018,WX,海淀名师伴你学 同步学练测 道德与法治 七年级下册,1-2,8.5,1000,8500
1/29/2018,12/25/2017,WX,海淀名师伴你学 同步学练测 高中数学 必修5（第2版）,2-2,10.2,995,10149
1/29/2018,12/23/2016,WX,海淀名师伴你学 同步学练测 高中化学 选修4 化学反应原理（第2版）,2-1,13.6,1650,22440
1/29/2018,12/29/2017,WX,海淀名师伴你学 同步学练测 数学 一年级下册 北师大版（第2版）,2-2,8.5,1760,14960
1/29/2018,1/4/2018,WX,海淀名师伴你学 同步学练测 高中思想政治 必修3（第2版）,2-2,11.1,1050,11655
1/29/2018,1/4/2018,WX,海淀名师伴你学 同步学练测 高中地理 必修2（第2版）,2-2,13.6,1070,14552
1/29/2018,1/4/2018,WX,海淀名师伴你学 同步学练测 英语 二年级下册,1-1,5.1,980,4998
1/29/2018,1/9/2018,WX,海淀名师伴你学 同步学练测 语文 五年级下册 北师大版（第2版）,2-2,9.4,710,6674
1/29/2018,12/25/2016,WX,海淀名师伴你学 同步学练测 高中数学 选修2-3（第2版）,2-1,11.1,1390,15429
1/29/2018,1/4/2018,WX,海淀名师伴你学 同步学练测 地理 八年级下册（第2版）,2-2,9.4,1610,15134
1/29/2018,1/3/2018,WX,小学英语活动课程 一年级下册 录音带,1-1,7,3000,21000
1/29/2018,1/19/2018,WX,国标教材 语文 二年级下册 录音带,1-4,14,2000,28000
1/29/2018,12/28/2017,WX,送审陕西 高中同步测控优化设计 数学 必修3 北师大版 （第5版）,5-4,11.05,4039,44630.95
1/29/2018,12/28/2017,WX,送审陕西 高中同步测控优化设计 数学 必修4 北师大版 （第5版）,5-4,12.3,4043,49728.9
1/29/2018,11/1/2017,WX,新高考 二轮专题突破+考前集训  化学  全国卷地区专用,1-1,56.9,9985,568146.5
1/29/2018,11/17/2017,WX,新高考 二轮专题突破+考前集训  地理  全国卷地区专用,1-1,56.9,6040,343676
1/29/2018,12/28/2017,WX,海淀名师伴你学 同步学练测 英语 七年级下册（第2版）,2-2,11.1,1305,14485.5
1/29/2018,12/22/2017,WX,海淀名师伴你学 同步学练测 高中数学 必修3（第2版）,2-2,11.9,910,10829
1/29/2018,1/5/2018,WX,海淀名师伴你学 中考复习与指导 物理 北师大版（第2版）,2-2,16.2,400,6480
1/29/2018,12/27/2017,WX,海淀名师伴你学 同步学练测 高中英语 选修8 北师大版（第2版）,2-2,13.6,885,12036
1/29/2018,12/22/2017,WX,海淀名师伴你学 同步学练测 高中数学 选修2-2（第2版）,2-2,10.2,1315,13413
1/29/2018,12/22/2017,WX,海淀名师伴你学 同步学练测 高中英语 选修7 北师大版（第2版）,2-2,14.5,940,13630
1/29/2018,1/8/2018,WX,海淀名师伴你学 同步学练测 数学 二年级下册 北师大版（第2版）,2-2,7.7,1140,8778
1/29/2018,1/5/2018,WX,海淀名师伴你学 同步学练测 高中语文 选修 中国文化经典研读（第2版）,2-2,12.8,840,10752
1/29/2018,12/29/2017,WX,海淀名师伴你学 同步学练测 语文 三年级下册 北师大版（第2版）,2-2,11.9,790,9401
1/29/2018,1/9/2018,WX,海淀名师伴你学 同步学练测 高中语文 必修5（第2版）,2-2,12.8,690,8832
1/29/2018,12/22/2017,WX,海淀名师伴你学 同步学练测 英语 八年级下册（第2版）,2-2,11.1,930,10323
1/29/2018,12/25/2016,WX,海淀名师伴你学 同步学练测 高中化学 必修2（第2版）,2-1,11.1,740,8214
1/29/2018,1/5/2018,WX,海淀名师伴你学 同步学练测 高中历史 必修2（第2版）,2-2,16.2,1840,29808
1/29/2018,12/27/2017,WX,海淀名师伴你学 同步学练测 数学 六年级下册 北师大版（第2版）,2-2,15.3,1650,25245
1/29/2018,1/17/2018,WX,国标教材 语文 伴你成长 二年级下册 北师大版（第6版）,6-1,15.4,8530,131362
1/29/2018,1/11/2018,WX,国标教材 语文 伴你成长 一年级下册,1-1,13.5,6555,88492.5
1/29/2018,12/29/2017,WX,国标教材 数学 伴你成长 二年级下册 北师大版,7-4,11.5,22100,254150
1/29/2018,12/29/2017,WX,国标教材 数学 伴你成长 四年级下册 北师大版,5-4,16.5,4040,66660
1/30/2018,1/12/2018,WX,送审 陕西 初中同步测控优化设计 中国历史 八年级下册 北师大版,1-2,9.93,8000,79440
1/30/2018,1/12/2018,WX,小学同步测控优化设计 语文 二年级下册 北师大版（第5版）,5-1,10.8,180,1944
1/30/2018,1/9/2018,WX,送审陕西 小学同步测控优化设计 语文 六年级下册 北师大版（第4版）,4-2,8.09,20430,165278.7
1/30/2018,1/19/2018,WX,送审 江苏 课时同步学练测 中国历史 八年级下册 北师大版,1-1,10.4,4320,44928
1/30/2018,1/16/2018,WX,送审湖北 实验探究报告册 物理 八年级下册 北师大版,3-6,4.25,23100,98175
1/30/2018,1/22/2018,WX,送审广东 初中总复习优化设计 语文 北师大版（第3版）,3-3A,23.58,32,754.56
1/30/2018,1/16/2018,WX,送审湖北 实验探究报告册 物理 八年级下册 北师大版,3-6,4.25,4500,19125
1/30/2018,1/10/2018,WX,送审湖北 实验探究报告册 生物 七年级下册 北师大版,3-8,3.8,7200,27360
1/30/2018,1/3/2018,WX,海淀名师伴你学 同步学练测 英语 一年级下册,1-1,5.1,1765,9001.5
1/30/2018,1/3/2018,WX,国标教材 英语 教学卡片 六年级下册 一年级起,2-1,30,1015,30450
1/30/2018,1/3/2018,WX,国标教材 英语 教学挂图 六年级下册 一年级起,2-1,120,315,37800
1/31/2018,1/16/2018,WX,送审湖北 实验探究报告册 生物 八年级下册 北师大版,4-7,3.35,3500,11725
1/31/2018,1/16/2018,WX,送审湖北 实验探究报告册 生物 八年级下册 北师大版,4-7,3.35,6600,22110
1/31/2018,1/18/2018,WX,送审 广西 课堂精练 高中历史 必修2（第2版）,2-2,11.32,2000,22640
1/31/2018,1/22/2018,WX,送审广东 初中总复习优化设计 语文 北师大版（第3版）,3-3A,23.58,12000,282960
1/31/2018,1/22/2018,WX,送审广东 初中总复习优化设计 语文 北师大版（第3版）,3-3A,23.58,724,17071.92
2/2/2018,1/18/2018,WX,送审广西 实验探究报告册 生物 七年级下册 北师大版,3-10,2.2,20610,45342
2/2/2018,1/18/2018,WX,送审广西 实验探究报告册 生物 八年级下册 北师大版,4-9,1.95,19050,37147.5
2/2/2018,1/17/2018,WX,送审 课堂精练 物理 八年级下册 北师大版(第3版）,3-1,7.7,26240,202048
2/2/2018,1/10/2018,WX,送审湖北 课堂精练 生物 八年级下册 北师大版,2-5,7.7,80,616
2/2/2018,1/10/2018,WX,送审湖北 课堂精练 生物 八年级下册 北师大版,2-5,7.7,8800,67760
2/2/2018,1/22/2018,WX,送审广东 初中总复习优化设计 语文 北师大版（第3版）,3-3A,23.58,21120,498009.6
2/5/2018,11/23/2017,WX,新高考 二轮专题突破+考前集训 语文 全国卷地区专用,1-2,57.9,300,17370
2/5/2018,1/22/2018,WX,送审广东 初中总复习优化设计 语文 北师大版（第3版）,3-3A,23.58,140,3301.2
2/5/2018,1/10/2018,WX,送审湖北 课堂精练 生物 七年级下册 北师大版,2-5,7.7,9100,70070
2/5/2018,1/16/2018,WX,海淀名师伴你学 中考复习与指导 生物,1-1,12.8,430,5504
2/5/2018,1/17/2018,WX,湖北 课堂精练 道德与法治 七年级下册 双色,1-4,22.5,10200,229500
2/5/2018,1/22/2018,WX,送审广东 初中总复习优化设计 语文 北师大版（第3版）,3-3A,23.58,3156,74418.48
2/5/2018,1/19/2018,WX,湖北 课堂精练 道德与法治 八年级下册  双色,1-1,22.5,9530,214425
2/5/2018,1/17/2018,WX,送审 课堂精练 物理 八年级下册 北师大版(第3版）,3-1,7.7,700,5390
2/5/2018,1/18/2018,WX,河南 课堂精练 语文 一年级下册 单色,1-1,13.5,20130,271755
2/5/2018,1/22/2018,WX,送审广东 初中总复习优化设计 语文 北师大版（第3版）,3-3A,23.58,7520,177321.6
2/5/2018,1/4/2018,WX,送审广东 初中总复习优化设计 思想品德（第3版）,3-2,20.98,40,839.2
2/5/2018,1/4/2018,WX,送审广东 初中总复习优化设计 思想品德（第3版）,3-2,20.98,1960,41120.8
2/5/2018,1/16/2018,WX,课堂精练 语文 二年级下册 北师大版（第4版）,4-1,14.5,16930,245485
2/5/2018,1/25/2018,WX,海淀名师伴你学 中考复习与指导 思想品德,1-1,12.8,8055,103104
2/5/2018,1/25/2018,WX,京师读本 高中数学读本 必修3,1-4,20,3525,70500
2/5/2018,1/25/2018,WX,伴你学 中国历史 八年级下册 北师大版,1-1,22,1995,43890
2/5/2018,1/18/2018,WX,国标教材 物理 活动手册 八年级下册,4-6,6.5,2990,19435
2/5/2018,1/16/2018,WX,语文写字本 二年级下册（第3版）,3-1,6,4175,25050
2/5/2018,1/9/2018,WX,海淀名师伴你学 同步学练测 高中语文 必修5（第2版）,2-2,12.8,2020,25856
2/5/2018,1/5/2018,WX,海淀名师伴你学 同步学练测 高中语文 选修 中国文化经典研读（第2版）,2-2,12.8,2020,25856
2/5/2018,11/24/2017,WX,新高考 二轮专题突破+考前集训  政治  全国卷地区专用,1-2,56.9,70,3983
2/5/2018,11/23/2017,WX,新高考 二轮专题突破+考前集训  地理  全国卷地区专用,1-2,56.9,75,4267.5
2/5/2018,11/23/2017,WX,新高考 二轮专题突破+考前集训  历史  全国卷地区专用 通史版,1-2,56.9,35,1991.5
2/5/2018,11/23/2017,WX,新高考 二轮专题突破+考前集训 文科数学 全国卷地区专用,1-2,57.9,100,5790
2/5/2018,11/24/2017,WX,新高考  二轮话题&#8226;题型突破+考前集训  英语 全国卷地区专用,1-2,57.9,70,4053
2/5/2018,11/23/2017,WX,新高考 二轮专题突破+考前集训  物理  全国卷地区专用,1-2,56.9,80,4552
2/5/2018,11/27/2017,WX,新高考 二轮专题突破+考前集训  化学  全国卷地区专用,1-2,56.9,150,8535
2/5/2018,11/23/2017,WX,新高考 二轮专题突破+考前集训  生物  全国卷地区专用,1-2,56.9,180,10242
2/5/2018,11/23/2017,WX,新高考 二轮专题突破+考前集训 理科数学 全国卷地区专用,1-2,57.9,90,5211
2/7/2018,12/29/2017,WX,国标教材 数学 伴你成长 四年级下册 北师大版,5-4,16.5,1925,31762.5
2/7/2018,1/17/2018,WX,送审云南 课堂精练 道德与法治 七年级下册 北师大版 双色,1-3,13.58,5344,72571.52
2/7/2018,12/29/2017,WX,国标教材 数学 伴你成长 二年级下册 北师大版,7-4,11.5,4000,46000
2/7/2018,1/19/2018,WX,送审 云南 课堂精练 道德与法治 八年级下册  双色,1-1,13.58,4176,56710.08
2/7/2018,12/25/2017,WX,海淀名师伴你学 同步学练测 高中英语 必修3 北师大版（第2版）,2-2,14.5,1000,14500
2/7/2018,12/25/2017,WX,海淀名师伴你学 同步学练测 高中英语 必修4 北师大版（第2版）,2-2,14.5,700,10150
2/7/2018,12/25/2017,WX,海淀名师伴你学 同步学练测 高中数学 必修5（第2版）,2-2,10.2,700,7140
2/7/2018,1/3/2018,WX,海淀名师伴你学 同步学练测 高中物理 选修3-3 选修3-4（第2版）,2-2,17,200,3400
2/7/2018,12/27/2017,WX,海淀名师伴你学 同步学练测 高中英语 选修8 北师大版（第2版）,2-2,13.6,400,5440
2/7/2018,1/2/2018,WX,海淀名师伴你学 同步学练测 高中生物 必修3（第2版）,2-2,14.5,600,8700
2/7/2018,12/22/2017,WX,海淀名师伴你学 同步学练测 高中英语 选修7 北师大版（第2版）,2-2,14.5,400,5800
2/7/2018,12/29/2017,WX,海淀名师伴你学 同步学练测 高中物理 选修3-5（第2版）,2-2,11.9,200,2380
2/7/2018,12/22/2017,WX,海淀名师伴你学 同步学练测 高中数学 必修3（第2版）,2-2,11.9,700,8330
2/7/2018,12/29/2017,WX,海淀名师伴你学 中考复习与指导 英语（第2版）,2-2,14.5,550,7975
2/9/2018,,WX,Oxford Read and Discover 4: All About Desert Life Activity Book,1-1,13.7,1,13.7
2/9/2018,,WX,Oxford Read and Discover 2: Cities MP3 Pack,1-1,34.1,1,34.1
2/9/2018,,WX,Oxford Read and Imagine 2: The Race Audio Pack,1-1,35.4,1,35.4
2/9/2018,,WX,Oxford Read and Discover 6: Incredible Energy,1-1,64,50,3200
2/9/2018,,WX,Oxford Read and Discover 2 Jobs Activity Book,1-1,13.7,1,13.7
2/9/2018,,WX,Oxford Read and Discover 3: Amazing Minibeasts,1-1,60,100,6000
2/9/2018,,WX,Oxford Read and Imagine 6: The Secret on the Moon,1-1,64,50,3200
2/9/2018,,WX,Oxford Read and Discover 3: Festivals Around the World,1-1,60,100,6000
2/9/2018,,WX,Oxford Read and Imagine 1: Ben's Big Swim,1-1,64,300,19200
2/9/2018,,WX,Oxford Read and Imagine 1: Robbers at the Museum,1-1,64,300,19200
2/9/2018,,WX,Oxford Read and Discover 2: Farms Activity Book,1-1,13.7,1,13.7
2/9/2018,,WX,Oxford Read and Discover 3: Wonderful Water,1-1,60,100,6000
2/9/2018,,WX,Oxford Read and Discover 3: Animals In the Air Activity Book,1-1,13.7,1,13.7
2/9/2018,,WX,Oxford Read and Discover 4: All About Plants MP3 Pack,1-1,34.1,1,34.1
2/9/2018,,WX,Oxford Read and Imagine 4: The Flower Thief,1-1,66,100,6600
2/9/2018,,WX,Oxford Read and Imagine 2: In the Big City,1-1,64,300,19200
2/9/2018,,WX,Oxford Read and Imagine Beginner: A Rainy Day Activity Book,1-1,15.6,1,15.6
2/24/2018,11/2/2017,WX,新高考 二轮专题突破+考前集训 文科数学 全国卷地区专用,1-1,57.9,5682,328987.8
2/24/2018,11/10/2017,WX,新高考 二轮专题突破+考前集训  政治  全国卷地区专用,1-1,56.9,5014,285296.6
2/24/2018,12/28/2017,WX,国标教材 同步阅读文库 四年级下册,2-9,14,9958,139412
2/24/2018,11/2/2017,WX,新高考 二轮专题突破+考前集训 语文 全国卷地区专用,1-1,57.9,14394,833412.6
2/24/2018,11/9/2017,WX,新高考 二轮专题突破+考前集训 理科数学 全国卷地区专用,1-1,57.9,8064,466905.6
2/24/2018,11/17/2017,WX,新高考 二轮专题突破+考前集训  历史  全国卷地区专用 通史版,1-1,56.9,3005,170984.5
2/24/2018,11/3/2017,WX,新高考 二轮专题突破+考前集训  生物  全国卷地区专用,1-1,56.9,10062,572527.8
2/24/2018,11/6/2017,WX,新高考 二轮话题 题型突破+考前集训 英语 全国卷地区专用 配听力,1-1,57.9,6051,350352.9
2/26/2018,1/30/2018,WX,海淀名师伴你学 同步学练测 中国历史 八年级下册 北师大版,1-1,8.5,17080,145180
2/26/2018,1/30/2018,WX,海淀名师伴你学 同步学练测 道德与法治 八年级下册,1-1,8.5,17080,145180
2/26/2018,1/30/2018,WX,海淀名师伴你学 中考复习与指导 历史,1-1,14.5,8535,123757.5
2/26/2018,1/25/2018,WX,河南 新课标单元测试卷 语文 二年级下册 北师大版（第3版）,3-3,9,4190,37710
2/26/2018,12/29/2017,WX,同步阅读文库 二年级下册（第3版）,3-1,11.8,4795,56581
2/26/2018,12/28/2017,WX,国标教材 同步阅读文库 六年级下册,2-7,13.5,7729,104341.5
2/26/2018,2/26/2018,WX,新高考 京师好题天天练 语文,1-6,49.9,5011,250048.9
2/27/2018,1/4/2018,WX,送审安徽 高中同步测控优化设计 数学 必修2 北师大版 双色,1-5,16.42,475,7799.5
2/27/2018,1/5/2018,WX,送审安徽 高中同步测控优化设计 数学 选修2-2 北师大版 双色,1-4,16.42,331,5435.02
2/27/2018,1/4/2018,WX,送审安徽 高中同步测控优化设计 数学 选修4-4 坐标系与参数方程 北师大版 双色,1-6,8.76,595,5212.2
2/27/2018,1/2/2018,WX,送审 江西 课堂精练 数学 四年级下册 北师大版 单色,1-4,7.93,695,5511.35
2/27/2018,1/9/2018,WX,送审安徽 高中同步测控优化设计 数学 必修4 北师大版 双色,1-5,16.42,523,8587.66
2/27/2018,1/9/2018,WX,送审安徽 高中同步测控优化设计 数学 必修3 北师大版 双色,1-5,16.42,619,10163.98
2/27/2018,1/4/2018,WX,送审安徽 高中同步测控优化设计 数学 必修5 北师大版 双色,1-5,16.42,811,13316.62
2/27/2018,1/5/2018,WX,送审安徽 高中同步测控优化设计 数学 选修4-5 不等式选讲 北师大版 双色,1-4,10.03,1515,15195.45
2/27/2018,12/26/2017,WX,送审江西 高中同步测控优化设计 数学 必修3 北师大版 （第5版）,5-4,11.05,315,3480.75
